variable_estudio,categoria,total_entradas,total_abandonos,porcentaje_abandono
residencia_grupo,e1-p01-h02-gr18707,1,1,100.0000
residencia_grupo,e1-p01-h02-gr19046,1,0,0.0000
residencia_grupo,e1-p01-h02-gr19190,1,1,100.0000
residencia_grupo,e1-p01-h02-gr19353,1,0,0.0000
residencia_grupo,e1-p01-h03-gr00471,1,1,100.0000
residencia_grupo,e1-p01-h03-gr00593,1,0,0.0000
residencia_grupo,e1-p01-h03-gr02252,1,0,0.0000
residencia_grupo,e1-p01-h03-gr03799,1,0,0.0000
residencia_grupo,e1-p01-h03-gr03841,1,0,0.0000
residencia_grupo,e1-p01-h03-gr05252,1,0,0.0000
residencia_grupo,e1-p01-h03-gr05647,1,1,100.0000
residencia_grupo,e1-p01-h03-gr07423,1,1,100.0000
residencia_grupo,e1-p01-h03-gr07609,1,0,0.0000
residencia_grupo,e1-p01-h03-gr07811,1,0,0.0000
residencia_grupo,e1-p01-h03-gr07812,1,0,0.0000
residencia_grupo,e1-p01-h03-gr09598,1,0,0.0000
residencia_grupo,e1-p01-h03-gr09700,1,1,100.0000
residencia_grupo,e1-p01-h03-gr09798,1,1,100.0000
residencia_grupo,e1-p01-h03-gr10352,1,0,0.0000
residencia_grupo,e1-p01-h03-gr10818,1,0,0.0000
residencia_grupo,e1-p01-h03-gr11108,1,0,0.0000
residencia_grupo,e1-p01-h03-gr11370,1,0,0.0000
residencia_grupo,e1-p01-h03-gr12570,1,0,0.0000
residencia_grupo,e1-p01-h03-gr12830,1,1,100.0000
residencia_grupo,e1-p01-h03-gr13136,1,0,0.0000
residencia_grupo,e1-p01-h03-gr13174,1,0,0.0000
residencia_grupo,e1-p01-h03-gr14124,1,1,100.0000
residencia_grupo,e1-p01-h03-gr14368,1,1,100.0000
residencia_grupo,e1-p01-h03-gr14428,1,0,0.0000
residencia_grupo,e1-p01-h03-gr14715,1,0,0.0000
residencia_grupo,e1-p01-h03-gr15182,1,0,0.0000
residencia_grupo,e1-p01-h03-gr15470,1,0,0.0000
residencia_grupo,e1-p01-h03-gr16537,1,0,0.0000
residencia_grupo,e1-p01-h03-gr17049,1,1,100.0000
residencia_grupo,e1-p01-h03-gr17568,1,0,0.0000
residencia_grupo,e1-p01-h03-gr18788,1,0,0.0000
residencia_grupo,e1-p01-h03-gr19474,1,0,0.0000
residencia_grupo,e1-p01-h03-gr19564,1,0,0.0000
residencia_grupo,e1-p01-h04-gr00382,1,1,100.0000
residencia_grupo,e1-p01-h04-gr00832,1,0,0.0000
residencia_grupo,e1-p01-h04-gr01050,1,0,0.0000
residencia_grupo,e1-p01-h04-gr01320,1,0,0.0000
residencia_grupo,e1-p01-h04-gr01382,1,0,0.0000
residencia_grupo,e1-p01-h04-gr02374,1,0,0.0000
residencia_grupo,e1-p01-h04-gr02862,1,1,100.0000
residencia_grupo,e1-p01-h04-gr03891,1,0,0.0000
residencia_grupo,e1-p01-h04-gr04033,1,1,100.0000
residencia_grupo,e1-p01-h04-gr04072,1,1,100.0000
residencia_grupo,e1-p01-h04-gr04419,1,0,0.0000
residencia_grupo,e1-p01-h04-gr05126,1,0,0.0000
residencia_grupo,e1-p01-h04-gr05333,1,0,0.0000
residencia_grupo,e1-p01-h04-gr05687,1,0,0.0000
residencia_grupo,e1-p01-h04-gr05768,1,0,0.0000
residencia_grupo,e1-p01-h04-gr06239,1,0,0.0000
residencia_grupo,e1-p01-h04-gr06512,1,0,0.0000
residencia_grupo,e1-p01-h04-gr06826,1,0,0.0000
residencia_grupo,e1-p01-h04-gr07042,1,0,0.0000
residencia_grupo,e1-p01-h04-gr07087,1,0,0.0000
residencia_grupo,e1-p01-h04-gr07248,1,0,0.0000
residencia_grupo,e1-p01-h04-gr07547,1,0,0.0000
residencia_grupo,e1-p01-h04-gr08097,1,0,0.0000
residencia_grupo,e1-p01-h04-gr08337,1,0,0.0000
residencia_grupo,e1-p01-h04-gr08918,1,0,0.0000
residencia_grupo,e1-p01-h04-gr08990,1,0,0.0000
residencia_grupo,e1-p01-h04-gr11035,1,1,100.0000
residencia_grupo,e1-p01-h04-gr11211,1,0,0.0000
residencia_grupo,e1-p01-h04-gr11597,1,1,100.0000
residencia_grupo,e1-p01-h04-gr12023,1,0,0.0000
residencia_grupo,e1-p01-h04-gr12170,1,0,0.0000
residencia_grupo,e1-p01-h04-gr12477,1,0,0.0000
residencia_grupo,e1-p01-h04-gr13341,1,0,0.0000
residencia_grupo,e1-p01-h04-gr13539,1,1,100.0000
residencia_grupo,e1-p01-h04-gr14537,1,0,0.0000
residencia_grupo,e1-p01-h04-gr14752,1,0,0.0000
residencia_grupo,e1-p01-h04-gr14828,1,0,0.0000
residencia_grupo,e1-p01-h04-gr17246,1,0,0.0000
residencia_grupo,e1-p01-h04-gr17874,1,0,0.0000
residencia_grupo,e1-p01-h04-gr19221,1,0,0.0000
residencia_grupo,e1-p01-h04-gr19437,1,0,0.0000
residencia_grupo,e1-p01-h04-gr19479,1,0,0.0000
residencia_grupo,e1-p01-h04-gr19612,1,1,100.0000
residencia_grupo,e1-p01-h04-gr19650,1,0,0.0000
residencia_grupo,e1-p01-h05-gr01500,1,0,0.0000
residencia_grupo,e1-p01-h05-gr02440,1,0,0.0000
residencia_grupo,e1-p01-h05-gr03199,1,0,0.0000
residencia_grupo,e1-p01-h05-gr03275,1,1,100.0000
residencia_grupo,e1-p01-h05-gr03904,1,1,100.0000
residencia_grupo,e1-p01-h05-gr04036,1,0,0.0000
residencia_grupo,e1-p01-h05-gr05090,1,0,0.0000
residencia_grupo,e1-p01-h05-gr07029,1,0,0.0000
residencia_grupo,e1-p01-h05-gr07085,1,0,0.0000
residencia_grupo,e1-p01-h05-gr07406,1,0,0.0000
residencia_grupo,e1-p01-h05-gr08033,1,0,0.0000
residencia_grupo,e1-p01-h05-gr09028,1,0,0.0000
residencia_grupo,e1-p01-h05-gr10466,1,0,0.0000
residencia_grupo,e1-p01-h05-gr11951,1,0,0.0000
residencia_grupo,e1-p01-h05-gr11973,1,0,0.0000
residencia_grupo,e1-p01-h05-gr12462,1,0,0.0000
residencia_grupo,e1-p01-h05-gr13284,1,0,0.0000
residencia_grupo,e1-p01-h05-gr13876,1,0,0.0000
residencia_grupo,e1-p01-h05-gr14012,1,0,0.0000
residencia_grupo,e1-p01-h05-gr14081,1,0,0.0000
residencia_grupo,e1-p01-h05-gr14598,1,1,100.0000
residencia_grupo,e1-p01-h05-gr14805,1,0,0.0000
residencia_grupo,e1-p01-h05-gr15321,1,0,0.0000
residencia_grupo,e1-p01-h05-gr15327,1,0,0.0000
residencia_grupo,e1-p01-h05-gr15686,1,1,100.0000
residencia_grupo,e1-p01-h05-gr15692,1,1,100.0000
residencia_grupo,e1-p01-h05-gr16057,1,0,0.0000
residencia_grupo,e1-p01-h05-gr16714,1,1,100.0000
residencia_grupo,e1-p01-h05-gr17367,1,1,100.0000
residencia_grupo,e1-p01-h05-gr19020,1,1,100.0000
residencia_grupo,e1-p01-h05-gr19198,1,1,100.0000
residencia_grupo,e1-p01-h05-gr19396,1,0,0.0000
residencia_grupo,e1-p01-h06-gr00593,1,0,0.0000
residencia_grupo,e1-p01-h06-gr00856,1,1,100.0000
residencia_grupo,e1-p01-h06-gr01107,1,0,0.0000
residencia_grupo,e1-p01-h06-gr02718,1,0,0.0000
residencia_grupo,e1-p01-h06-gr03639,1,0,0.0000
residencia_grupo,e1-p01-h06-gr03801,1,0,0.0000
residencia_grupo,e1-p01-h06-gr03979,1,0,0.0000
residencia_grupo,e1-p01-h06-gr04140,1,0,0.0000
residencia_grupo,e1-p01-h06-gr04945,1,1,100.0000
residencia_grupo,e1-p01-h06-gr05163,1,0,0.0000
residencia_grupo,e1-p01-h06-gr06912,1,0,0.0000
residencia_grupo,e1-p01-h06-gr06979,1,0,0.0000
residencia_grupo,e1-p01-h06-gr07004,1,1,100.0000
residencia_grupo,e1-p01-h06-gr07362,1,1,100.0000
residencia_grupo,e1-p01-h06-gr07607,1,0,0.0000
residencia_grupo,e1-p01-h06-gr07793,1,0,0.0000
residencia_grupo,e1-p01-h06-gr07864,1,0,0.0000
residencia_grupo,e1-p01-h06-gr08766,1,0,0.0000
residencia_grupo,e1-p01-h06-gr09234,1,1,100.0000
residencia_grupo,e1-p01-h06-gr09275,1,0,0.0000
residencia_grupo,e1-p01-h06-gr09578,1,1,100.0000
residencia_grupo,e1-p01-h06-gr11497,1,0,0.0000
residencia_grupo,e1-p01-h06-gr11871,1,0,0.0000
residencia_grupo,e1-p01-h06-gr12978,1,0,0.0000
residencia_grupo,e1-p01-h06-gr13631,1,0,0.0000
residencia_grupo,e1-p01-h06-gr13963,1,1,100.0000
residencia_grupo,e1-p01-h06-gr14274,1,1,100.0000
residencia_grupo,e1-p01-h06-gr15021,1,0,0.0000
residencia_grupo,e1-p01-h06-gr15023,1,1,100.0000
residencia_grupo,e1-p01-h06-gr15030,1,0,0.0000
residencia_grupo,e1-p01-h06-gr15151,1,0,0.0000
residencia_grupo,e1-p01-h06-gr16900,1,1,100.0000
residencia_grupo,e1-p01-h06-gr16936,1,0,0.0000
residencia_grupo,e1-p01-h06-gr17706,1,0,0.0000
residencia_grupo,e1-p01-h06-gr18932,1,0,0.0000
residencia_grupo,e1-p01-h06-gr18960,1,1,100.0000
residencia_grupo,e1-p01-h06-gr19292,1,0,0.0000
residencia_grupo,e1-p01-h07-gr00358,1,0,0.0000
residencia_grupo,e1-p01-h07-gr01293,1,1,100.0000
residencia_grupo,e1-p01-h07-gr02035,1,0,0.0000
residencia_grupo,e1-p01-h07-gr02048,1,0,0.0000
residencia_grupo,e1-p01-h07-gr02106,1,0,0.0000
residencia_grupo,e1-p01-h07-gr02355,1,0,0.0000
residencia_grupo,e1-p01-h07-gr04120,1,1,100.0000
residencia_grupo,e1-p01-h07-gr04501,1,1,100.0000
residencia_grupo,e1-p01-h07-gr05803,1,0,0.0000
residencia_grupo,e1-p01-h07-gr05926,1,0,0.0000
residencia_grupo,e1-p01-h07-gr06302,1,0,0.0000
residencia_grupo,e1-p01-h07-gr06465,1,0,0.0000
residencia_grupo,e1-p01-h07-gr07855,1,1,100.0000
residencia_grupo,e1-p01-h07-gr08180,1,1,100.0000
residencia_grupo,e1-p01-h07-gr08328,1,0,0.0000
residencia_grupo,e1-p01-h07-gr09121,1,1,100.0000
residencia_grupo,e1-p01-h07-gr09228,1,0,0.0000
residencia_grupo,e1-p01-h07-gr09525,1,1,100.0000
residencia_grupo,e1-p01-h07-gr09930,1,0,0.0000
residencia_grupo,e1-p01-h07-gr10187,1,0,0.0000
residencia_grupo,e1-p01-h07-gr10405,1,0,0.0000
residencia_grupo,e1-p01-h07-gr10581,1,0,0.0000
residencia_grupo,e1-p01-h07-gr10931,1,0,0.0000
residencia_grupo,e1-p01-h07-gr11313,1,0,0.0000
residencia_grupo,e1-p01-h07-gr11652,1,1,100.0000
residencia_grupo,e1-p01-h07-gr11787,2,0,0.0000
residencia_grupo,e1-p01-h07-gr12220,1,0,0.0000
residencia_grupo,e1-p01-h07-gr12586,1,1,100.0000
residencia_grupo,e1-p01-h07-gr12913,1,0,0.0000
residencia_grupo,e1-p01-h07-gr12977,1,1,100.0000
residencia_grupo,e1-p01-h07-gr13330,1,0,0.0000
residencia_grupo,e1-p01-h07-gr13379,1,0,0.0000
residencia_grupo,e1-p01-h07-gr13620,1,0,0.0000
residencia_grupo,e1-p01-h07-gr13878,1,0,0.0000
residencia_grupo,e1-p01-h07-gr14136,1,0,0.0000
residencia_grupo,e1-p01-h07-gr14271,1,1,100.0000
residencia_grupo,e1-p01-h07-gr14277,1,0,0.0000
residencia_grupo,e1-p01-h07-gr15403,1,0,0.0000
residencia_grupo,e1-p01-h07-gr15584,1,0,0.0000
residencia_grupo,e1-p01-h07-gr15791,1,1,100.0000
residencia_grupo,e1-p01-h07-gr16193,1,1,100.0000
residencia_grupo,e1-p01-h07-gr16272,1,0,0.0000
residencia_grupo,e1-p01-h07-gr17183,1,0,0.0000
residencia_grupo,e1-p01-h07-gr17914,1,0,0.0000
residencia_grupo,e1-p01-h07-gr19528,1,0,0.0000
residencia_grupo,e1-p01-h08-gr00110,1,0,0.0000
residencia_grupo,e1-p01-h08-gr00400,1,0,0.0000
residencia_grupo,e1-p01-h08-gr03468,1,1,100.0000
residencia_grupo,e1-p01-h08-gr03494,1,1,100.0000
residencia_grupo,e1-p01-h08-gr04750,1,1,100.0000
residencia_grupo,e1-p01-h08-gr05702,1,0,0.0000
residencia_grupo,e1-p01-h08-gr05847,1,1,100.0000
residencia_grupo,e1-p01-h08-gr06639,1,0,0.0000
residencia_grupo,e1-p01-h08-gr08103,1,0,0.0000
residencia_grupo,e1-p01-h08-gr09019,1,0,0.0000
residencia_grupo,e1-p01-h08-gr09116,1,1,100.0000
residencia_grupo,e1-p01-h08-gr09436,1,0,0.0000
residencia_grupo,e1-p01-h08-gr09559,1,1,100.0000
residencia_grupo,e1-p01-h08-gr10174,1,0,0.0000
residencia_grupo,e1-p01-h08-gr10598,1,1,100.0000
residencia_grupo,e1-p01-h08-gr11037,1,0,0.0000
residencia_grupo,e1-p01-h08-gr11999,1,1,100.0000
residencia_grupo,e1-p01-h08-gr12102,1,0,0.0000
residencia_grupo,e1-p01-h08-gr12186,1,1,100.0000
residencia_grupo,e1-p01-h08-gr12528,1,0,0.0000
residencia_grupo,e1-p01-h08-gr13558,1,0,0.0000
residencia_grupo,e1-p01-h08-gr13836,1,0,0.0000
residencia_grupo,e1-p01-h08-gr15058,1,0,0.0000
residencia_grupo,e1-p01-h08-gr15297,1,0,0.0000
residencia_grupo,e1-p01-h08-gr15816,1,0,0.0000
residencia_grupo,e1-p01-h08-gr16314,1,0,0.0000
residencia_grupo,e1-p01-h08-gr16656,1,0,0.0000
residencia_grupo,e1-p01-h08-gr17147,1,0,0.0000
residencia_grupo,e1-p01-h08-gr17260,1,0,0.0000
residencia_grupo,e1-p01-h08-gr17919,1,0,0.0000
residencia_grupo,e1-p01-h08-gr18044,1,0,0.0000
residencia_grupo,e1-p01-h08-gr19582,1,0,0.0000
residencia_grupo,e1-p01-h09-gr00690,1,1,100.0000
residencia_grupo,e1-p01-h09-gr01080,1,0,0.0000
residencia_grupo,e1-p01-h09-gr01125,1,0,0.0000
residencia_grupo,e1-p01-h09-gr01155,1,0,0.0000
residencia_grupo,e1-p01-h09-gr01180,1,1,100.0000
residencia_grupo,e1-p01-h09-gr02120,1,0,0.0000
residencia_grupo,e1-p01-h09-gr02788,1,0,0.0000
residencia_grupo,e1-p01-h09-gr03221,1,0,0.0000
residencia_grupo,e1-p01-h09-gr04919,1,1,100.0000
residencia_grupo,e1-p01-h09-gr05747,1,0,0.0000
residencia_grupo,e1-p01-h09-gr05780,1,0,0.0000
residencia_grupo,e1-p01-h09-gr05894,1,0,0.0000
residencia_grupo,e1-p01-h09-gr07171,1,1,100.0000
residencia_grupo,e1-p01-h09-gr07556,1,0,0.0000
residencia_grupo,e1-p01-h09-gr07767,1,1,100.0000
residencia_grupo,e1-p01-h09-gr08226,1,0,0.0000
residencia_grupo,e1-p01-h09-gr08303,1,0,0.0000
residencia_grupo,e1-p01-h09-gr08362,1,0,0.0000
residencia_grupo,e1-p01-h09-gr09103,1,0,0.0000
residencia_grupo,e1-p01-h09-gr09121,1,1,100.0000
residencia_grupo,e1-p01-h09-gr09499,1,0,0.0000
residencia_grupo,e1-p01-h09-gr09984,1,0,0.0000
residencia_grupo,e1-p01-h09-gr11520,1,0,0.0000
residencia_grupo,e1-p01-h09-gr11650,1,0,0.0000
residencia_grupo,e1-p01-h09-gr11715,1,1,100.0000
residencia_grupo,e1-p01-h09-gr11999,1,0,0.0000
residencia_grupo,e1-p01-h09-gr12419,1,0,0.0000
residencia_grupo,e1-p01-h09-gr12611,1,0,0.0000
residencia_grupo,e1-p01-h09-gr12954,1,0,0.0000
residencia_grupo,e1-p01-h09-gr13446,1,0,0.0000
residencia_grupo,e1-p01-h09-gr14165,1,0,0.0000
residencia_grupo,e1-p01-h09-gr14250,1,0,0.0000
residencia_grupo,e1-p01-h09-gr14477,1,0,0.0000
residencia_grupo,e1-p01-h09-gr14786,1,1,100.0000
residencia_grupo,e1-p01-h09-gr15071,1,0,0.0000
residencia_grupo,e1-p01-h09-gr15362,1,0,0.0000
residencia_grupo,e1-p01-h09-gr16759,1,0,0.0000
residencia_grupo,e1-p01-h09-gr17614,1,0,0.0000
residencia_grupo,e1-p01-h09-gr17717,1,1,100.0000
residencia_grupo,e1-p01-h09-gr17992,1,0,0.0000
residencia_grupo,e1-p01-h09-gr18042,1,1,100.0000
residencia_grupo,e1-p01-h09-gr18384,1,0,0.0000
residencia_grupo,e1-p01-h09-gr18591,1,0,0.0000
residencia_grupo,e1-p01-h09-gr19359,1,0,0.0000
residencia_grupo,e1-p01-h09-gr19404,1,0,0.0000
residencia_grupo,e1-p01-h10-gr00601,1,0,0.0000
residencia_grupo,e1-p01-h10-gr01664,1,0,0.0000
residencia_grupo,e1-p01-h10-gr02782,1,1,100.0000
residencia_grupo,e1-p01-h10-gr03472,1,0,0.0000
residencia_grupo,e1-p01-h10-gr03508,1,0,0.0000
residencia_grupo,e1-p01-h10-gr04087,1,1,100.0000
residencia_grupo,e1-p01-h10-gr04431,1,0,0.0000
residencia_grupo,e1-p01-h10-gr04591,1,0,0.0000
residencia_grupo,e1-p01-h10-gr04651,1,0,0.0000
residencia_grupo,e1-p01-h10-gr04775,1,0,0.0000
residencia_grupo,e1-p01-h10-gr05151,1,0,0.0000
residencia_grupo,e1-p01-h10-gr05832,1,0,0.0000
residencia_grupo,e1-p01-h10-gr06499,1,0,0.0000
residencia_grupo,e1-p01-h10-gr06829,1,0,0.0000
residencia_grupo,e1-p01-h10-gr07512,1,0,0.0000
residencia_grupo,e1-p01-h10-gr07880,1,0,0.0000
residencia_grupo,e1-p01-h10-gr08183,1,0,0.0000
residencia_grupo,e1-p01-h10-gr09059,1,0,0.0000
residencia_grupo,e1-p01-h10-gr09066,1,1,100.0000
residencia_grupo,e1-p01-h10-gr09175,1,0,0.0000
residencia_grupo,e1-p01-h10-gr10337,1,0,0.0000
residencia_grupo,e1-p01-h10-gr10350,1,0,0.0000
residencia_grupo,e1-p01-h10-gr10575,1,0,0.0000
residencia_grupo,e1-p01-h10-gr11008,1,1,100.0000
residencia_grupo,e1-p01-h10-gr11932,1,0,0.0000
residencia_grupo,e1-p01-h10-gr12279,1,1,100.0000
residencia_grupo,e1-p01-h10-gr12321,1,0,0.0000
residencia_grupo,e1-p01-h10-gr12558,1,0,0.0000
residencia_grupo,e1-p01-h10-gr13267,1,0,0.0000
residencia_grupo,e1-p01-h10-gr14582,1,0,0.0000
residencia_grupo,e1-p01-h10-gr15481,1,0,0.0000
residencia_grupo,e1-p01-h10-gr15492,1,0,0.0000
residencia_grupo,e1-p01-h10-gr15559,1,0,0.0000
residencia_grupo,e1-p01-h10-gr15652,1,0,0.0000
residencia_grupo,e1-p01-h10-gr16651,1,0,0.0000
residencia_grupo,e1-p01-h10-gr16657,1,0,0.0000
residencia_grupo,e1-p01-h10-gr18020,1,0,0.0000
residencia_grupo,e1-p01-h10-gr18096,1,0,0.0000
residencia_grupo,e1-p01-h10-gr18450,1,1,100.0000
residencia_grupo,e1-p01-h10-gr18513,1,0,0.0000
residencia_grupo,e1-p01-h10-gr19332,1,1,100.0000
residencia_grupo,e1-p01-h11-gr00854,1,0,0.0000
residencia_grupo,e1-p01-h11-gr01649,1,0,0.0000
residencia_grupo,e1-p01-h11-gr01951,1,0,0.0000
residencia_grupo,e1-p01-h11-gr02132,1,1,100.0000
residencia_grupo,e1-p01-h11-gr02499,1,0,0.0000
residencia_grupo,e1-p01-h11-gr02798,1,0,0.0000
residencia_grupo,e1-p01-h11-gr03072,1,0,0.0000
residencia_grupo,e1-p01-h11-gr03756,1,0,0.0000
residencia_grupo,e1-p01-h11-gr04002,1,0,0.0000
residencia_grupo,e1-p01-h11-gr04233,1,1,100.0000
residencia_grupo,e1-p01-h11-gr04234,1,0,0.0000
residencia_grupo,e1-p01-h11-gr05693,1,0,0.0000
residencia_grupo,e1-p01-h11-gr05724,1,0,0.0000
residencia_grupo,e1-p01-h11-gr06157,1,0,0.0000
residencia_grupo,e1-p01-h11-gr06176,1,1,100.0000
residencia_grupo,e1-p01-h11-gr06277,1,0,0.0000
residencia_grupo,e1-p01-h11-gr06522,1,0,0.0000
residencia_grupo,e1-p01-h11-gr06590,1,1,100.0000
residencia_grupo,e1-p01-h11-gr07429,1,0,0.0000
residencia_grupo,e1-p01-h11-gr07845,1,1,100.0000
residencia_grupo,e1-p01-h11-gr08127,1,0,0.0000
residencia_grupo,e1-p01-h11-gr08137,1,0,0.0000
residencia_grupo,e1-p01-h11-gr08239,1,0,0.0000
residencia_grupo,e1-p01-h11-gr08713,1,0,0.0000
residencia_grupo,e1-p01-h11-gr09016,1,0,0.0000
residencia_grupo,e1-p01-h11-gr09185,1,1,100.0000
residencia_grupo,e1-p01-h11-gr09220,1,0,0.0000
residencia_grupo,e1-p01-h11-gr09556,1,0,0.0000
residencia_grupo,e1-p01-h11-gr10545,1,1,100.0000
residencia_grupo,e1-p01-h11-gr10612,1,1,100.0000
residencia_grupo,e1-p01-h11-gr10841,1,0,0.0000
residencia_grupo,e1-p01-h11-gr11190,1,0,0.0000
residencia_grupo,e1-p01-h11-gr11474,1,0,0.0000
residencia_grupo,e1-p01-h11-gr11585,1,1,100.0000
residencia_grupo,e1-p01-h11-gr12031,1,1,100.0000
residencia_grupo,e1-p01-h11-gr12211,1,0,0.0000
residencia_grupo,e1-p01-h11-gr12715,1,1,100.0000
residencia_grupo,e1-p01-h11-gr13478,1,0,0.0000
residencia_grupo,e1-p01-h11-gr14237,1,0,0.0000
residencia_grupo,e1-p01-h11-gr14516,1,0,0.0000
residencia_grupo,e1-p01-h11-gr14788,1,0,0.0000
residencia_grupo,e1-p01-h11-gr15133,1,0,0.0000
residencia_grupo,e1-p01-h11-gr16051,1,0,0.0000
residencia_grupo,e1-p01-h11-gr16236,1,0,0.0000
residencia_grupo,e1-p01-h11-gr16318,1,1,100.0000
residencia_grupo,e1-p01-h11-gr16817,1,0,0.0000
residencia_grupo,e1-p01-h11-gr17352,1,0,0.0000
residencia_grupo,e1-p01-h11-gr17719,1,0,0.0000
residencia_grupo,e1-p01-h11-gr17851,1,0,0.0000
residencia_grupo,e1-p01-h11-gr18163,1,1,100.0000
residencia_grupo,e1-p01-h11-gr18520,1,0,0.0000
residencia_grupo,e1-p01-h12-gr00817,1,0,0.0000
residencia_grupo,e1-p01-h12-gr01413,1,0,0.0000
residencia_grupo,e1-p01-h12-gr01718,1,0,0.0000
residencia_grupo,e1-p01-h12-gr02314,1,0,0.0000
residencia_grupo,e1-p01-h12-gr02378,1,1,100.0000
residencia_grupo,e1-p01-h12-gr02574,1,0,0.0000
residencia_grupo,e1-p01-h12-gr03117,1,0,0.0000
residencia_grupo,e1-p01-h12-gr03378,1,0,0.0000
residencia_grupo,e1-p01-h12-gr03565,1,0,0.0000
residencia_grupo,e1-p01-h12-gr04976,1,0,0.0000
residencia_grupo,e1-p01-h12-gr05322,1,0,0.0000
residencia_grupo,e1-p01-h12-gr05391,1,0,0.0000
residencia_grupo,e1-p01-h12-gr05526,1,0,0.0000
residencia_grupo,e1-p01-h12-gr05765,1,0,0.0000
residencia_grupo,e1-p01-h12-gr06154,1,0,0.0000
residencia_grupo,e1-p01-h12-gr06250,1,1,100.0000
residencia_grupo,e1-p01-h12-gr06495,1,1,100.0000
residencia_grupo,e1-p01-h12-gr07428,1,0,0.0000
residencia_grupo,e1-p01-h12-gr07733,1,0,0.0000
residencia_grupo,e1-p01-h12-gr07780,1,1,100.0000
residencia_grupo,e1-p01-h12-gr07788,1,0,0.0000
residencia_grupo,e1-p01-h12-gr08147,1,0,0.0000
residencia_grupo,e1-p01-h12-gr08256,1,0,0.0000
residencia_grupo,e1-p01-h12-gr08716,1,1,100.0000
residencia_grupo,e1-p01-h12-gr10317,1,0,0.0000
residencia_grupo,e1-p01-h12-gr10440,1,0,0.0000
residencia_grupo,e1-p01-h12-gr10623,1,0,0.0000
residencia_grupo,e1-p01-h12-gr11000,1,0,0.0000
residencia_grupo,e1-p01-h12-gr11492,2,0,0.0000
residencia_grupo,e1-p01-h12-gr11548,1,0,0.0000
residencia_grupo,e1-p01-h12-gr12666,1,1,100.0000
residencia_grupo,e1-p01-h12-gr12744,1,0,0.0000
residencia_grupo,e1-p01-h12-gr13830,1,0,0.0000
residencia_grupo,e1-p01-h12-gr14964,1,0,0.0000
residencia_grupo,e1-p01-h12-gr15328,1,0,0.0000
residencia_grupo,e1-p01-h12-gr16507,1,0,0.0000
residencia_grupo,e1-p01-h12-gr16903,1,0,0.0000
residencia_grupo,e1-p01-h12-gr16984,1,0,0.0000
residencia_grupo,e1-p01-h12-gr17141,1,0,0.0000
residencia_grupo,e1-p01-h12-gr17324,1,0,0.0000
residencia_grupo,e1-p01-h12-gr17347,1,0,0.0000
residencia_grupo,e1-p01-h12-gr17930,1,0,0.0000
residencia_grupo,e1-p01-h12-gr19219,1,0,0.0000
residencia_grupo,e1-p01-h12-gr19581,1,0,0.0000
residencia_grupo,e1-p01-h13-gr00715,1,1,100.0000
residencia_grupo,e1-p01-h13-gr01095,1,0,0.0000
residencia_grupo,e1-p01-h13-gr01920,1,0,0.0000
residencia_grupo,e1-p01-h13-gr01998,1,0,0.0000
residencia_grupo,e1-p01-h13-gr02467,1,0,0.0000
residencia_grupo,e1-p01-h13-gr03072,1,0,0.0000
residencia_grupo,e1-p01-h13-gr03590,1,0,0.0000
residencia_grupo,e1-p01-h13-gr03790,1,0,0.0000
residencia_grupo,e1-p01-h13-gr03874,1,0,0.0000
residencia_grupo,e1-p01-h13-gr05755,1,0,0.0000
residencia_grupo,e1-p01-h13-gr06100,1,0,0.0000
residencia_grupo,e1-p01-h13-gr06195,1,1,100.0000
residencia_grupo,e1-p01-h13-gr06205,1,1,100.0000
residencia_grupo,e1-p01-h13-gr07061,1,0,0.0000
residencia_grupo,e1-p01-h13-gr08000,1,1,100.0000
residencia_grupo,e1-p01-h13-gr08167,1,0,0.0000
residencia_grupo,e1-p01-h13-gr08257,1,0,0.0000
residencia_grupo,e1-p01-h13-gr08786,1,0,0.0000
residencia_grupo,e1-p01-h13-gr08835,1,0,0.0000
residencia_grupo,e1-p01-h13-gr10029,1,0,0.0000
residencia_grupo,e1-p01-h13-gr10098,1,0,0.0000
residencia_grupo,e1-p01-h13-gr10149,1,0,0.0000
residencia_grupo,e1-p01-h13-gr10182,1,1,100.0000
residencia_grupo,e1-p01-h13-gr10221,1,0,0.0000
residencia_grupo,e1-p01-h13-gr10698,1,0,0.0000
residencia_grupo,e1-p01-h13-gr11251,1,0,0.0000
residencia_grupo,e1-p01-h13-gr11906,1,0,0.0000
residencia_grupo,e1-p01-h13-gr12461,1,1,100.0000
residencia_grupo,e1-p01-h13-gr12592,1,0,0.0000
residencia_grupo,e1-p01-h13-gr13594,1,0,0.0000
residencia_grupo,e1-p01-h13-gr13884,1,1,100.0000
residencia_grupo,e1-p01-h13-gr14375,1,1,100.0000
residencia_grupo,e1-p01-h13-gr14668,1,0,0.0000
residencia_grupo,e1-p01-h13-gr15066,1,0,0.0000
residencia_grupo,e1-p01-h13-gr15179,1,0,0.0000
residencia_grupo,e1-p01-h13-gr15434,1,0,0.0000
residencia_grupo,e1-p01-h13-gr16818,1,1,100.0000
residencia_grupo,e1-p01-h13-gr17997,1,0,0.0000
residencia_grupo,e1-p01-h13-gr18361,1,0,0.0000
residencia_grupo,e1-p01-h13-gr18602,1,0,0.0000
residencia_grupo,e1-p01-h13-gr19465,1,0,0.0000
